NumJour;Heure;WE;HBureau;Vacances;HScolaire;NbVehicules
5;6;0;0;0;0;10
5;7;0;0;0;0;26
5;8;0;1;0;1;46
5;9;0;1;0;0;27
5;10;0;1;0;0;25
5;11;0;1;0;0;33
5;12;0;1;0;0;31
5;13;0;1;0;0;31
5;14;0;1;0;0;23
5;15;0;1;0;0;23
5;16;0;1;0;0;41
5;17;0;1;0;0;36
5;18;0;1;0;1;38
5;19;0;0;0;0;25
5;20;0;0;0;0;24
5;21;0;0;0;0;15
5;22;0;0;0;0;6
5;23;0;0;0;0;29
6;0;1;0;0;0;35
6;1;1;0;0;0;3
6;2;1;0;0;0;4
6;3;1;0;0;0;3
6;4;1;0;0;0;3
6;5;1;0;0;0;12
6;6;1;0;0;0;8
6;7;1;0;0;0;9
6;8;1;1;0;0;17
6;9;1;1;0;0;18
6;10;1;1;0;0;16
6;11;1;1;0;0;22
6;12;1;1;0;0;25
6;13;1;1;0;0;17
6;14;1;1;0;0;26
6;15;1;1;0;0;24
6;16;1;1;0;0;26
6;17;1;1;0;0;25
6;18;1;1;0;0;22
6;19;1;0;0;0;26
6;20;1;0;0;0;18
6;21;1;0;0;0;10
6;22;1;0;0;0;6
6;23;1;0;0;0;3
7;0;1;0;0;0;2
7;1;1;0;0;0;4
7;2;1;0;0;0;6
7;3;1;0;0;0;0
7;4;1;0;0;0;1
7;5;1;0;0;0;0
7;6;1;0;0;0;3
7;7;1;0;0;0;6
7;8;1;1;0;0;7
7;9;1;1;0;0;9
7;10;1;1;0;0;12
7;11;1;1;0;0;15
7;12;1;1;0;0;13
7;13;1;1;0;0;17
7;14;1;1;0;0;14
7;15;1;1;0;0;19
7;16;1;1;0;0;8
7;17;1;1;0;0;18
7;18;1;1;0;0;19
7;19;1;0;0;0;21
7;20;1;0;0;0;14
7;21;1;0;0;0;13
7;22;1;0;0;0;5
7;23;1;0;0;0;6
1;0;0;0;0;0;5
1;1;0;0;0;0;6
1;2;0;0;0;0;5
1;3;0;0;0;0;5
1;4;0;0;0;0;3
1;5;0;0;0;0;5
1;6;0;0;0;0;8
1;7;0;0;0;0;27
1;8;0;1;0;1;54
1;9;0;1;0;0;33
1;10;0;1;0;0;23
1;11;0;1;0;0;23
1;12;0;1;0;0;31
1;13;0;1;0;0;28
1;14;0;1;0;0;28
1;15;0;1;0;0;28
1;16;0;1;0;0;31
1;17;0;1;0;0;29
1;18;0;1;0;1;30
1;19;0;0;0;0;29
1;20;0;0;0;0;19
1;21;0;0;0;0;10
1;22;0;0;0;0;10
1;23;0;0;0;0;4
2;0;0;0;0;0;4
2;1;0;0;0;0;1
2;2;0;0;0;0;5
2;3;0;0;0;0;5
2;4;0;0;0;0;4
2;5;0;0;0;0;5
2;6;0;0;0;0;8
2;7;0;0;0;0;99
2;8;0;1;0;1;56
2;9;0;1;0;0;36
2;10;0;1;0;0;25
2;11;0;1;0;0;27
2;12;0;1;0;0;26
2;13;0;1;0;0;28
2;14;0;1;0;0;33
2;15;0;1;0;0;22
2;16;0;1;0;0;28
2;17;0;1;0;0;42
2;18;0;1;0;1;43
2;19;0;0;0;0;26
2;20;0;0;0;0;14
2;21;0;0;0;0;15
2;22;0;0;0;0;8
2;23;0;0;0;0;30
3;0;0;0;0;0;16
3;1;0;0;0;0;6
3;2;0;0;0;0;5
3;3;0;0;0;0;5
3;4;0;0;0;0;4
3;5;0;0;0;0;5
3;6;0;0;0;0;10
3;7;0;0;0;0;30
3;8;0;1;0;1;55
3;9;0;1;0;0;32
3;10;0;1;0;0;26
3;11;0;1;0;0;29
3;12;0;1;0;0;26
3;13;0;1;0;0;34
3;14;0;1;0;0;24
3;15;0;1;0;0;28
3;16;0;1;0;0;28
3;17;0;1;0;0;31
3;18;0;1;0;1;34
3;19;0;0;0;0;37
3;20;0;0;0;0;20
3;21;0;0;0;0;12
3;22;0;0;0;0;5
3;23;0;0;0;0;5
4;0;0;0;0;0;6
4;1;0;0;0;0;6
4;2;0;0;0;0;5
4;3;0;0;0;0;5
4;4;0;0;0;0;1
4;5;0;0;0;0;6
4;6;0;0;0;0;9
4;7;0;0;0;0;29
4;8;0;1;0;1;37
4;9;0;1;0;0;32
4;10;0;1;0;0;22
4;11;0;1;0;0;31
4;12;0;1;0;0;29
4;13;0;1;0;0;33
4;14;0;1;0;0;21
4;15;0;1;0;0;18
4;16;0;1;0;0;30
4;17;0;1;0;0;40
4;18;0;1;0;1;38
4;19;0;0;0;0;43
4;20;0;0;0;0;32
4;21;0;0;0;0;13
4;22;0;0;0;0;9
4;23;0;0;0;0;6
5;0;0;0;0;0;3
5;1;0;0;0;0;2
5;2;0;0;0;0;1
5;3;0;0;0;0;0
5;4;0;0;0;0;2
5;5;0;0;0;0;6
5;6;0;0;0;0;13
5;7;0;0;0;0;30
5;8;0;1;0;1;60
5;9;0;1;0;0;45
5;10;0;1;0;0;28
5;11;0;1;0;0;27
5;12;0;1;0;0;32
5;13;0;1;0;0;33
5;14;0;1;0;0;19
5;15;0;1;0;0;22
5;16;0;1;0;0;38
5;17;0;1;0;0;32
5;18;0;1;0;1;35
5;19;0;0;0;0;39
5;20;0;0;0;0;26
5;21;0;0;0;0;12
5;22;0;0;0;0;7
5;23;0;0;0;0;5
6;0;1;0;1;0;3
6;1;1;0;1;0;2
6;2;1;0;1;0;2
6;3;1;0;1;0;0
6;4;1;0;1;0;1
6;5;1;0;1;0;8
6;6;1;0;1;0;4
6;7;1;0;1;0;12
6;8;1;1;1;0;15
6;9;1;1;1;0;17
6;10;1;1;1;0;23
6;11;1;1;1;0;29
6;12;1;1;1;0;33
6;13;1;1;1;0;19
6;14;1;1;1;0;21
6;15;1;1;1;0;14
6;16;1;1;1;0;22
6;17;1;1;1;0;18
6;18;1;1;1;0;32
6;19;1;0;1;0;26
6;20;1;0;1;0;11
6;21;1;0;1;0;41
6;22;1;0;1;0;42
6;23;1;0;1;0;6
7;0;1;0;1;0;5
7;1;1;0;1;0;13
7;2;1;0;1;0;28
7;3;1;0;1;0;4
7;4;1;0;1;0;0
7;5;1;0;1;0;1
7;6;1;0;1;0;3
7;7;1;0;1;0;5
7;8;1;1;1;0;8
7;9;1;1;1;0;5
7;10;1;1;1;0;13
7;11;1;1;1;0;17
7;12;1;1;1;0;14
7;13;1;1;1;0;14
7;14;1;1;1;0;12
7;15;1;1;1;0;12
7;16;1;1;1;0;12
7;17;1;1;1;0;17
7;18;1;1;1;0;21
7;19;1;0;1;0;22
7;20;1;0;1;0;19
7;21;1;0;1;0;15
7;22;1;0;1;0;10
7;23;1;0;1;0;4
1;0;0;0;1;0;5
1;1;0;0;1;0;0
1;2;0;0;1;0;5
1;3;0;0;1;0;5
1;4;0;0;1;0;6
1;5;0;0;1;0;6
1;6;0;0;1;0;5
1;7;0;0;1;0;15
1;8;0;1;1;1;33
1;9;0;1;1;0;24
1;10;0;1;1;0;26
1;11;0;1;1;0;16
1;12;0;1;1;0;24
1;13;0;1;1;0;19
1;14;0;1;1;0;22
1;15;0;1;1;0;21
1;16;0;1;1;0;26
1;17;0;1;1;0;36
1;18;0;1;1;1;27
1;19;0;0;1;0;20
1;20;0;0;1;0;19
1;21;0;0;1;0;12
1;22;0;0;1;0;9
1;23;0;0;1;0;3
2;0;0;0;1;0;1
2;1;0;0;1;0;3
2;2;0;0;1;0;5
2;3;0;0;1;0;5
2;4;0;0;1;0;5
2;5;0;0;1;0;4
2;6;0;0;1;0;9
2;7;0;0;1;0;24
2;8;0;1;1;1;38
2;9;0;1;1;0;32
2;10;0;1;1;0;24
2;11;0;1;1;0;29
2;12;0;1;1;0;22
2;13;0;1;1;0;23
2;14;0;1;1;0;20
2;15;0;1;1;0;21
2;16;0;1;1;0;18
2;17;0;1;1;0;22
2;18;0;1;1;1;33
2;19;0;0;1;0;28
2;20;0;0;1;0;16
2;21;0;0;1;0;12
2;22;0;0;1;0;5
2;23;0;0;1;0;6
3;0;0;0;1;0;6
3;1;0;0;1;0;2
3;2;0;0;1;0;3
3;3;0;0;1;0;1
3;4;0;0;1;0;2
3;5;0;0;1;0;4
3;6;0;0;1;0;6
3;7;0;0;1;0;21
3;8;0;1;1;1;31
3;9;0;1;1;0;28
3;10;0;1;1;0;21
3;11;0;1;1;0;25
3;12;0;1;1;0;24
3;13;0;1;1;0;32
3;14;0;1;1;0;31
3;15;0;1;1;0;21
3;16;0;1;1;0;24
3;17;0;1;1;0;23
3;18;0;1;1;1;24
3;19;0;0;1;0;22
3;20;0;0;1;0;16
3;21;0;0;1;0;12
3;22;0;0;1;0;9
3;23;0;0;1;0;4
4;0;0;0;1;0;3
4;1;0;0;1;0;2
4;2;0;0;1;0;3
4;3;0;0;1;0;5
4;4;0;0;1;0;6
4;5;0;0;1;0;3
4;6;0;0;1;0;12
4;7;0;0;1;0;21
4;8;0;1;1;1;38
4;9;0;1;1;0;35
4;10;0;1;1;0;27
4;11;0;1;1;0;20
4;12;0;1;1;0;25
4;13;0;1;1;0;19
4;14;0;1;1;0;20
4;15;0;1;1;0;26
4;16;0;1;1;0;26
4;17;0;1;1;0;26
4;18;0;1;1;1;29
4;19;0;0;1;0;28
4;20;0;0;1;0;14
4;21;0;0;1;0;10
4;22;0;0;1;0;6
4;23;0;0;1;0;5
5;0;0;0;1;0;6
5;1;0;0;1;0;3
5;2;0;0;1;0;2
5;3;0;0;1;0;0
5;4;0;0;1;0;2
5;5;0;0;1;0;3
5;6;0;0;1;0;9
5;7;0;0;1;0;22
5;8;0;1;1;1;32
5;9;0;1;1;0;26
5;10;0;1;1;0;14
5;11;0;1;1;0;23
5;12;0;1;1;0;23
5;13;0;1;1;0;22
5;14;0;1;1;0;26
5;15;0;1;1;0;17
5;16;0;1;1;0;17
5;17;0;1;1;0;22
5;18;0;1;1;1;25
5;19;0;0;1;0;28
5;20;0;0;1;0;15
5;21;0;0;1;0;10
5;22;0;0;1;0;8
5;23;0;0;1;0;6
6;0;1;0;1;0;3
6;1;1;0;1;0;2
6;2;1;0;1;0;2
6;3;1;0;1;0;1
6;4;1;0;1;0;0
6;5;1;0;1;0;6
6;6;1;0;1;0;4
6;7;1;0;1;0;10
6;8;1;1;1;0;6
6;9;1;1;1;0;17
6;10;1;1;1;0;21
6;11;1;1;1;0;20
6;12;1;1;1;0;18
6;13;1;1;1;0;15
6;14;1;1;1;0;15
6;15;1;1;1;0;21
6;16;1;1;1;0;21
6;17;1;1;1;0;18
6;18;1;1;1;0;16
6;19;1;0;1;0;21
6;20;1;0;1;0;12
6;21;1;0;1;0;11
6;22;1;0;1;0;8
6;23;1;0;1;0;7
7;0;1;0;1;0;8
7;1;1;0;1;0;5
7;2;1;0;1;0;4
7;3;1;0;1;0;1
7;4;1;0;1;0;0
7;5;1;0;1;0;1
7;6;1;0;1;0;2
7;7;1;0;1;0;6
7;8;1;1;1;0;3
7;9;1;1;1;0;6
7;10;1;1;1;0;15
7;11;1;1;1;0;14
7;12;1;1;1;0;20
7;13;1;1;1;0;12
7;14;1;1;1;0;14
7;15;1;1;1;0;14
7;16;1;1;1;0;13
7;17;1;1;1;0;20
7;18;1;1;1;0;21
7;19;1;0;1;0;20
7;20;1;0;1;0;26
7;21;1;0;1;0;7
7;22;1;0;1;0;8
7;23;1;0;1;0;6
1;0;0;0;1;0;4
1;1;0;0;1;0;1
1;2;0;0;1;0;5
1;3;0;0;1;0;5
1;4;0;0;1;0;6
1;5;0;0;1;0;5
1;6;0;0;1;0;9
1;7;0;0;1;0;18
1;8;0;1;1;1;47
1;9;0;1;1;0;27
1;10;0;1;1;0;23
1;11;0;1;1;0;19
1;12;0;1;1;0;18
1;13;0;1;1;0;25
1;14;0;1;1;0;23
1;15;0;1;1;0;17
1;16;0;1;1;0;18
1;17;0;1;1;0;19
1;18;0;1;1;1;34
1;19;0;0;1;0;29
1;20;0;0;1;0;22
1;21;0;0;1;0;15
1;22;0;0;1;0;11
1;23;0;0;1;0;9
2;0;0;0;1;0;1
2;1;0;0;1;0;3
2;2;0;0;1;0;1
2;3;0;0;1;0;0
2;4;0;0;1;0;3
2;5;0;0;1;0;6
2;6;0;0;1;0;12
2;7;0;0;1;0;19
2;8;0;1;1;1;44
2;9;0;1;1;0;32
2;10;0;1;1;0;19
2;11;0;1;1;0;17
2;12;0;1;1;0;32
2;13;0;1;1;0;34
2;14;0;1;1;0;28
2;15;0;1;1;0;23
2;16;0;1;1;0;27
2;17;0;1;1;0;17
2;18;0;1;1;1;27
2;19;0;0;1;0;32
2;20;0;0;1;0;16
2;21;0;0;1;0;20
2;22;0;0;1;0;9
2;23;0;0;1;0;5
3;0;0;0;1;0;4
3;1;0;0;1;0;1
3;2;0;0;1;0;1
3;3;0;0;1;0;1
3;4;0;0;1;0;3
3;5;0;0;1;0;4
3;6;0;0;1;0;11
3;7;0;0;1;0;18
3;8;0;1;1;1;27
3;9;0;1;1;0;28
3;10;0;1;1;0;18
3;11;0;1;1;0;24
3;12;0;1;1;0;26
3;13;0;1;1;0;20
3;14;0;1;1;0;24
3;15;0;1;1;0;26
3;16;0;1;1;0;21
3;17;0;1;1;0;26
3;18;0;1;1;1;21
3;19;0;0;1;0;29
3;20;0;0;1;0;17
3;21;0;0;1;0;13
3;22;0;0;1;0;6
3;23;0;0;1;0;8
4;0;0;0;1;0;2
4;1;0;0;1;0;1
4;2;0;0;1;0;1
4;3;0;0;1;0;0
4;4;0;0;1;0;1
4;5;0;0;1;0;6
4;6;0;0;1;0;7
4;7;0;0;1;0;14
4;8;0;1;1;1;35
4;9;0;1;1;0;30
4;10;0;1;1;0;19
4;11;0;1;1;0;23
4;12;0;1;1;0;20
4;13;0;1;1;0;223
4;14;0;1;1;0;121
4;15;0;1;1;0;22
4;16;0;1;1;0;21
4;17;0;1;1;0;22
4;18;0;1;1;1;19
4;19;0;0;1;0;32
4;20;0;0;1;0;18
4;21;0;0;1;0;12
4;22;0;0;1;0;8
4;23;0;0;1;0;5
5;0;0;0;1;0;6
5;1;0;0;1;0;1
5;2;0;0;1;0;1
5;3;0;0;1;0;1
5;4;0;0;1;0;1
5;5;0;0;1;0;4
5;6;0;0;1;0;8
5;7;0;0;1;0;21
5;8;0;1;1;1;38
5;9;0;1;1;0;34
5;10;0;1;1;0;17
5;11;0;1;1;0;31
5;12;0;1;1;0;43
5;13;0;1;1;0;27
5;14;0;1;1;0;21
5;15;0;1;1;0;26
5;16;0;1;1;0;26
5;17;0;1;1;0;21
5;18;0;1;1;1;22
5;19;0;0;1;0;22
5;20;0;0;1;0;12
5;21;0;0;1;0;14
5;22;0;0;1;0;7
5;23;0;0;1;0;4
6;0;1;0;1;0;3
6;1;1;0;1;0;5
6;2;1;0;1;0;2
6;3;1;0;1;0;1
6;4;1;0;1;0;0
6;5;1;0;1;0;3
6;6;1;0;1;0;5
6;7;1;0;1;0;7
6;8;1;1;1;0;12
6;9;1;1;1;0;17
6;10;1;1;1;0;23
6;11;1;1;1;0;23
6;12;1;1;1;0;27
6;13;1;1;1;0;15
6;14;1;1;1;0;20
6;15;1;1;1;0;16
6;16;1;1;1;0;23
6;17;1;1;1;0;24
6;18;1;1;1;0;19
6;19;1;0;1;0;24
6;20;1;0;1;0;19
6;21;1;0;1;0;14
6;22;1;0;1;0;7
6;23;1;0;1;0;8
7;0;1;0;1;0;8
7;1;1;0;1;0;5
7;2;1;0;1;0;26
7;3;1;0;1;0;8
7;4;1;0;1;0;1
7;5;1;0;1;0;2
7;6;1;0;1;0;2
7;7;1;0;1;0;6
7;8;1;1;1;0;6
7;9;1;1;1;0;11
7;10;1;1;1;0;13
7;11;1;1;1;0;15
7;12;1;1;1;0;25
7;13;1;1;1;0;15
7;14;1;1;1;0;13
7;15;1;1;1;0;13
7;16;1;1;1;0;16
7;17;1;1;1;0;14
7;18;1;1;1;0;17
7;19;1;0;1;0;20
7;20;1;0;1;0;17
7;21;1;0;1;0;10
7;22;1;0;1;0;5
7;23;1;0;1;0;4
1;0;0;0;0;0;5
1;1;0;0;0;0;3
1;2;0;0;0;0;5
1;3;0;0;0;0;5
1;4;0;0;0;0;6
1;5;0;0;0;0;3
1;6;0;0;0;0;9
1;7;0;0;0;0;34
1;8;0;1;0;1;52
1;9;0;1;0;0;30
1;10;0;1;0;0;19
1;11;0;1;0;0;30
1;12;0;1;0;0;35
1;13;0;1;0;0;27
1;14;0;1;0;0;21
1;15;0;1;0;0;26
1;16;0;1;0;0;33
1;17;0;1;0;0;32
1;18;0;1;0;1;31
1;19;0;0;0;0;35
1;20;0;0;0;0;19
1;21;0;0;0;0;11
1;22;0;0;0;0;5
1;23;0;0;0;0;3
2;0;0;0;0;0;6
2;1;0;0;0;0;5
2;2;0;0;0;0;5
2;3;0;0;0;0;5
2;4;0;0;0;0;5
2;5;0;0;0;0;5
2;6;0;0;0;0;6
2;7;0;0;0;0;38
2;8;0;1;0;1;60
2;9;0;1;0;0;34
2;10;0;1;0;0;32
2;11;0;1;0;0;29
2;12;0;1;0;0;36
2;13;0;1;0;0;28
2;14;0;1;0;0;30
2;15;0;1;0;0;30
2;16;0;1;0;0;24
2;17;0;1;0;0;24
2;18;0;1;0;1;40
2;19;0;0;0;0;29
2;20;0;0;0;0;15
2;21;0;0;0;0;16
2;22;0;0;0;0;7
2;23;0;0;0;0;14
3;0;0;0;0;0;16
3;1;0;0;0;0;2
3;2;0;0;0;0;0
3;3;0;0;0;0;1
3;4;0;0;0;0;4
3;5;0;0;0;0;5
3;6;0;0;0;0;12
3;7;0;0;0;0;35
3;8;0;1;0;1;54
3;9;0;1;0;0;38
3;10;0;1;0;0;23
3;11;0;1;0;0;21
3;12;0;1;0;0;26
3;13;0;1;0;0;35
3;14;0;1;0;0;29
3;15;0;1;0;0;34
3;16;0;1;0;0;33
3;17;0;1;0;0;40
3;18;0;1;0;1;47
3;19;0;0;0;0;35
3;20;0;0;0;0;14
3;21;0;0;0;0;10
3;22;0;0;0;0;6
3;23;0;0;0;0;7
4;0;0;0;0;0;6
4;1;0;0;0;0;1
4;2;0;0;0;0;2
4;3;0;0;0;0;2
4;4;0;0;0;0;3
4;5;0;0;0;0;6
4;6;0;0;0;0;12
4;7;0;0;0;0;34
4;8;0;1;0;1;49
4;9;0;1;0;0;39
4;10;0;1;0;0;24
4;11;0;1;0;0;36
4;12;0;1;0;0;23
4;13;0;1;0;0;21
4;14;0;1;0;0;22
