NumJour;Heure;WE;HBureau;Vacances;HScolaire;NbVehicules
4;15;0;1;0;0;23
4;16;0;1;0;0;31
4;17;0;1;0;0;35
4;18;0;1;0;1;29
4;19;0;0;0;0;47
4;20;0;0;0;0;14
4;21;0;0;0;0;11
4;22;0;0;0;0;8
4;23;0;0;0;0;5
5;0;0;0;0;0;4
5;1;0;0;0;0;2
5;2;0;0;0;0;1
5;3;0;0;0;0;3
5;4;0;0;0;0;2
5;5;0;0;0;0;4
5;6;0;0;0;0;19
5;7;0;0;0;0;26
5;8;0;1;0;1;54
5;9;0;1;0;0;45
5;10;0;1;0;0;27
5;11;0;1;0;0;19
5;12;0;1;0;0;35
5;13;0;1;0;0;29
5;14;0;1;0;0;21
5;15;0;1;0;0;29
5;16;0;1;0;0;32
5;17;0;1;0;0;25
5;18;0;1;0;1;34
5;19;0;0;0;0;31
5;20;0;0;0;0;25
5;21;0;0;0;0;14
5;22;0;0;0;0;11
5;23;0;0;0;0;20
6;0;1;0;0;0;45
6;1;1;0;0;0;6
6;2;1;0;0;0;2
6;3;1;0;0;0;1
6;4;1;0;0;0;0
6;5;1;0;0;0;4
6;6;1;0;0;0;5
6;7;1;0;0;0;8
6;8;1;1;0;0;15
6;9;1;1;0;0;30
6;10;1;1;0;0;41
6;11;1;1;0;0;34
6;12;1;1;0;0;30
6;13;1;1;0;0;22
6;14;1;1;0;0;21
6;15;1;1;0;0;21
6;16;1;1;0;0;20
6;17;1;1;0;0;26
6;18;1;1;0;0;22
6;19;1;0;0;0;26
6;20;1;0;0;0;19
6;21;1;0;0;0;10
6;22;1;0;0;0;4
6;23;1;0;0;0;6
7;0;1;0;0;0;8
7;1;1;0;0;0;6
7;2;1;0;0;0;2
7;3;1;0;0;0;3
7;4;1;0;0;0;1
7;5;1;0;0;0;3
7;6;1;0;0;0;1
7;7;1;0;0;0;6
7;8;1;1;0;0;5
7;9;1;1;0;0;7
7;10;1;1;0;0;18
7;11;1;1;0;0;20
7;12;1;1;0;0;18
7;13;1;1;0;0;11
7;14;1;1;0;0;12
7;15;1;1;0;0;11
7;16;1;1;0;0;10
7;17;1;1;0;0;19
7;18;1;1;0;0;16
7;19;1;0;0;0;21
7;20;1;0;0;0;14
7;21;1;0;0;0;11
7;22;1;0;0;0;8
7;23;1;0;0;0;6
1;0;0;0;0;0;9
1;1;0;0;0;0;6
1;2;0;0;0;0;5
1;3;0;0;0;0;5
1;4;0;0;0;0;2
1;5;0;0;0;0;6
1;6;0;0;0;0;11
1;7;0;0;0;0;23
1;8;0;1;0;1;58
1;9;0;1;0;0;35
1;10;0;1;0;0;17
1;11;0;1;0;0;20
1;12;0;1;0;0;24
1;13;0;1;0;0;30
1;14;0;1;0;0;21
1;15;0;1;0;0;23
1;16;0;1;0;0;29
1;17;0;1;0;0;33
1;18;0;1;0;1;34
1;19;0;0;0;0;29
1;20;0;0;0;0;17
1;21;0;0;0;0;10
1;22;0;0;0;0;7
1;23;0;0;0;0;4
2;0;0;0;0;0;3
2;1;0;0;0;0;6
2;2;0;0;0;0;5
2;3;0;0;0;0;5
2;4;0;0;0;0;4
2;5;0;0;0;0;4
2;6;0;0;0;0;12
2;7;0;0;0;0;35
2;8;0;1;0;1;57
2;9;0;1;0;0;31
2;10;0;1;0;0;27
2;11;0;1;0;0;25
2;12;0;1;0;0;36
2;13;0;1;0;0;29
2;14;0;1;0;0;29
2;15;0;1;0;0;21
2;16;0;1;0;0;39
2;17;0;1;0;0;34
2;18;0;1;0;1;45
2;19;0;0;0;0;26
2;20;0;0;0;0;17
2;21;0;0;0;0;9
2;22;0;0;0;0;6
2;23;0;0;0;0;7
3;0;0;0;0;0;4
3;1;0;0;0;0;0
3;2;0;0;0;0;0
3;3;0;0;0;0;1
3;4;0;0;0;0;3
3;5;0;0;0;0;6
3;6;0;0;0;0;9
3;7;0;0;0;0;31
3;8;0;1;0;1;45
3;9;0;1;0;0;32
3;10;0;1;0;0;192
3;11;0;1;0;0;154
3;12;0;1;0;0;39
3;13;0;1;0;0;33
3;14;0;1;0;0;34
3;15;0;1;0;0;25
3;16;0;1;0;0;29
3;17;0;1;0;0;33
3;18;0;1;0;1;32
3;19;0;0;0;0;26
3;20;0;0;0;0;14
3;21;0;0;0;0;11
3;22;0;0;0;0;12
3;23;0;0;0;0;5
4;0;0;0;0;0;7
4;1;0;0;0;0;6
4;2;0;0;0;0;5
4;3;0;0;0;0;5
4;4;0;0;0;0;2
4;5;0;0;0;0;6
4;6;0;0;0;0;9
4;7;0;0;0;0;31
4;8;0;1;0;1;57
4;9;0;1;0;0;40
4;10;0;1;0;0;28
4;11;0;1;0;0;23
4;12;0;1;0;0;34
4;13;0;1;0;0;26
4;14;0;1;0;0;29
4;15;0;1;0;0;25
4;16;0;1;0;0;32
4;17;0;1;0;0;35
4;18;0;1;0;1;34
4;19;0;0;0;0;36
4;20;0;0;0;0;29
4;21;0;0;0;0;11
4;22;0;0;0;0;10
4;23;0;0;0;0;5
5;0;0;0;0;0;3
5;1;0;0;0;0;1
5;2;0;0;0;0;3
5;3;0;0;0;0;0
5;4;0;0;0;0;3
5;5;0;0;0;0;4
5;6;0;0;0;0;11
5;7;0;0;0;0;34
5;8;0;1;0;1;56
5;9;0;1;0;0;42
5;10;0;1;0;0;27
5;11;0;1;0;0;28
5;12;0;1;0;0;40
5;13;0;1;0;0;34
5;14;0;1;0;0;30
5;15;0;1;0;0;24
5;16;0;1;0;0;38
5;17;0;1;0;0;35
5;18;0;1;0;1;41
5;19;0;0;0;0;28
5;20;0;0;0;0;20
5;21;0;0;0;0;11
5;22;0;0;0;0;9
5;23;0;0;0;0;6
6;0;1;0;0;0;6
6;1;1;0;0;0;3
6;2;1;0;0;0;4
6;3;1;0;0;0;0
6;4;1;0;0;0;0
6;5;1;0;0;0;4
6;6;1;0;0;0;18
6;7;1;0;0;0;28
6;8;1;1;0;0;13
6;9;1;1;0;0;20
6;10;1;1;0;0;22
6;11;1;1;0;0;21
6;12;1;1;0;0;23
6;13;1;1;0;0;14
6;14;1;1;0;0;18
6;15;1;1;0;0;17
6;16;1;1;0;0;18
6;17;1;1;0;0;15
6;18;1;1;0;0;19
6;19;1;0;0;0;28
6;20;1;0;0;0;18
6;21;1;0;0;0;8
6;22;1;0;0;0;11
6;23;1;0;0;0;3
7;0;1;0;0;0;7
7;1;1;0;0;0;3
7;2;1;0;0;0;4
7;3;1;0;0;0;2
7;4;1;0;0;0;0
7;5;1;0;0;0;1
7;6;1;0;0;0;2
7;7;1;0;0;0;5
7;8;1;1;0;0;4
7;9;1;1;0;0;14
7;10;1;1;0;0;12
7;11;1;1;0;0;15
7;12;1;1;0;0;16
7;13;1;1;0;0;10
7;14;1;1;0;0;12
7;15;1;1;0;0;13
7;16;1;1;0;0;17
7;17;1;1;0;0;13
7;18;1;1;0;0;15
7;19;1;0;0;0;16
7;20;1;0;0;0;23
7;21;1;0;0;0;14
7;22;1;0;0;0;6
7;23;1;0;0;0;20
1;0;0;0;0;0;16
1;1;0;0;0;0;6
1;2;0;0;0;0;5
1;3;0;0;0;0;5
1;4;0;0;0;0;4
1;5;0;0;0;0;6
1;6;0;0;0;0;5
1;7;0;0;0;0;34
1;8;0;1;0;1;53
1;9;0;1;0;0;41
1;10;0;1;0;0;18
1;11;0;1;0;0;23
1;12;0;1;0;0;24
1;13;0;1;0;0;27
1;14;0;1;0;0;15
1;15;0;1;0;0;27
1;16;0;1;0;0;31
1;17;0;1;0;0;31
1;18;0;1;0;1;35
1;19;0;0;0;0;30
1;20;0;0;0;0;12
1;21;0;0;0;0;13
1;22;0;0;0;0;5
1;23;0;0;0;0;4
2;0;0;0;0;0;5
2;1;0;0;0;0;3
2;2;0;0;0;0;5
2;3;0;0;0;0;5
2;4;0;0;0;0;5
2;5;0;0;0;0;7
2;6;0;0;0;0;9
2;7;0;0;0;0;40
2;8;0;1;0;1;124
2;9;0;1;0;0;41
2;10;0;1;0;0;30
2;11;0;1;0;0;30
2;12;0;1;0;0;21
2;13;0;1;0;0;24
2;14;0;1;0;0;18
2;15;0;1;0;0;29
2;16;0;1;0;0;36
2;17;0;1;0;0;27
2;18;0;1;0;1;38
2;19;0;0;0;0;28
2;20;0;0;0;0;19
2;21;0;0;0;0;12
2;22;0;0;0;0;12
2;23;0;0;0;0;4
3;0;0;0;0;0;3
3;1;0;0;0;0;1
3;2;0;0;0;0;0
3;3;0;0;0;0;1
3;4;0;0;0;0;2
3;5;0;0;0;0;5
3;6;0;0;0;0;12
3;7;0;0;0;0;25
3;8;0;1;0;1;60
3;9;0;1;0;0;32
3;10;0;1;0;0;26
3;11;0;1;0;0;27
3;12;0;1;0;0;35
3;13;0;1;0;0;27
3;14;0;1;0;0;24
3;15;0;1;0;0;25
3;16;0;1;0;0;28
3;17;0;1;0;0;26
3;18;0;1;0;1;42
3;19;0;0;0;0;30
3;20;0;0;0;0;17
3;21;0;0;0;0;7
3;22;0;0;0;0;9
3;23;0;0;0;0;9
4;0;0;0;0;0;4
4;1;0;0;0;0;1
4;2;0;0;0;0;0
4;3;0;0;0;0;3
4;4;0;0;0;0;0
4;5;0;0;0;0;14
4;6;0;0;0;0;10
4;7;0;0;0;0;32
4;8;0;1;0;1;54
4;9;0;1;0;0;37
4;10;0;1;0;0;26
4;11;0;1;0;0;22
4;12;0;1;0;0;26
4;13;0;1;0;0;24
4;14;0;1;0;0;21
4;15;0;1;0;0;19
4;16;0;1;0;0;29
4;17;0;1;0;0;33
4;18;0;1;0;1;24
4;19;0;0;0;0;32
4;20;0;0;0;0;23
4;21;0;0;0;0;15
4;22;0;0;0;0;10
4;23;0;0;0;0;6
5;0;0;0;0;0;4
5;1;0;0;0;0;1
5;2;0;0;0;0;1
5;3;0;0;0;0;0
5;4;0;0;0;0;1
5;5;0;0;0;0;7
5;6;0;0;0;0;10
5;7;0;0;0;0;39
5;8;0;1;0;1;128
5;9;0;1;0;0;37
5;10;0;1;0;0;24
5;11;0;1;0;0;87
5;12;0;1;0;0;20
5;13;0;1;0;0;29
5;14;0;1;0;0;23
5;15;0;1;0;0;27
5;16;0;1;0;0;33
5;17;0;1;0;0;34
5;18;0;1;0;1;31
5;19;0;0;0;0;32
5;20;0;0;0;0;29
5;21;0;0;0;0;13
5;22;0;0;0;0;10
5;23;0;0;0;0;3
6;0;1;0;0;0;9
6;1;1;0;0;0;2
6;2;1;0;0;0;2
6;3;1;0;0;0;1
6;4;1;0;0;0;0
6;5;1;0;0;0;6
6;6;1;0;0;0;4
6;7;1;0;0;0;12
6;8;1;1;0;0;14
6;9;1;1;0;0;14
6;10;1;1;0;0;21
6;11;1;1;0;0;24
6;12;1;1;0;0;21
6;13;1;1;0;0;21
6;14;1;1;0;0;27
6;15;1;1;0;0;21
6;16;1;1;0;0;16
6;17;1;1;0;0;24
6;18;1;1;0;0;23
6;19;1;0;0;0;14
6;20;1;0;0;0;20
6;21;1;0;0;0;12
6;22;1;0;0;0;8
6;23;1;0;0;0;5
7;0;1;0;0;0;7
7;1;1;0;0;0;3
7;2;1;0;0;0;3
7;3;1;0;0;0;4
7;4;1;0;0;0;1
7;5;1;0;0;0;1
7;6;1;0;0;0;3
7;7;1;0;0;0;7
7;8;1;1;0;0;6
7;9;1;1;0;0;7
7;10;1;1;0;0;14
7;11;1;1;0;0;20
7;12;1;1;0;0;20
7;13;1;1;0;0;10
7;14;1;1;0;0;10
7;15;1;1;0;0;11
7;16;1;1;0;0;16
7;17;1;1;0;0;15
7;18;1;1;0;0;16
7;19;1;0;0;0;18
7;20;1;0;0;0;16
7;21;1;0;0;0;15
7;22;1;0;0;0;9
7;23;1;0;0;0;6
1;0;0;0;0;0;5
1;1;0;0;0;0;6
1;2;0;0;0;0;5
1;3;0;0;0;0;5
1;4;0;0;0;0;5
1;5;0;0;0;0;4
1;6;0;0;0;0;8
1;7;0;0;0;0;27
1;8;0;1;0;1;54
1;9;0;1;0;0;43
1;10;0;1;0;0;29
1;11;0;1;0;0;25
1;12;0;1;0;0;28
1;13;0;1;0;0;32
1;14;0;1;0;0;27
1;15;0;1;0;0;20
1;16;0;1;0;0;27
1;17;0;1;0;0;37
1;18;0;1;0;1;33
1;19;0;0;0;0;32
1;20;0;0;0;0;21
1;21;0;0;0;0;21
1;22;0;0;0;0;6
1;23;0;0;0;0;5
2;0;0;0;0;0;7
2;1;0;0;0;0;6
2;2;0;0;0;0;5
2;3;0;0;0;0;5
2;4;0;0;0;0;5
2;5;0;0;0;0;6
2;6;0;0;0;0;8
2;7;0;0;0;0;30
2;8;0;1;0;1;124
2;9;0;1;0;0;19
2;10;0;1;0;0;22
2;11;0;1;0;0;22
2;12;0;1;0;0;29
2;13;0;1;0;0;29
2;14;0;1;0;0;21
2;15;0;1;0;0;24
2;16;0;1;0;0;27
2;17;0;1;0;0;27
2;18;0;1;0;1;30
2;19;0;0;0;0;33
2;20;0;0;0;0;13
2;21;0;0;0;0;10
2;22;0;0;0;0;7
2;23;0;0;0;0;6
3;0;0;0;0;0;2
3;1;0;0;0;0;3
3;2;0;0;0;0;5
3;3;0;0;0;0;5
3;4;0;0;0;0;3
3;5;0;0;0;0;4
3;6;0;0;0;0;13
3;7;0;0;0;0;35
3;8;0;1;0;1;41
3;9;0;1;0;0;35
3;10;0;1;0;0;20
3;11;0;1;0;0;34
3;12;0;1;0;0;30
3;13;0;1;0;0;26
3;14;0;1;0;0;26
3;15;0;1;0;0;37
3;16;0;1;0;0;25
3;17;0;1;0;0;34
3;18;0;1;0;1;38
3;19;0;0;0;0;31
3;20;0;0;0;0;16
3;21;0;0;0;0;10
3;22;0;0;0;0;9
3;23;0;0;0;0;5
4;0;0;0;0;0;3
4;1;0;0;0;0;1
4;2;0;0;0;0;1
4;3;0;0;0;0;1
4;4;0;0;0;0;1
4;5;0;0;0;0;5
4;6;0;0;0;0;9
4;7;0;0;0;0;33
4;8;0;1;0;1;48
4;9;0;1;0;0;31
4;10;0;1;0;0;26
4;11;0;1;0;0;21
4;12;0;1;0;0;21
4;13;0;1;0;0;31
4;14;0;1;0;0;30
4;15;0;1;0;0;15
4;16;0;1;0;0;28
4;17;0;1;0;0;32
4;18;0;1;0;1;32
4;19;0;0;0;0;30
4;20;0;0;0;0;20
4;21;0;0;0;0;12
4;22;0;0;0;0;11
4;23;0;0;0;0;7
5;0;0;0;0;0;3
5;1;0;0;0;0;0
5;2;0;0;0;0;0
5;3;0;0;0;0;2
5;4;0;0;0;0;0
5;5;0;0;0;0;5
5;6;0;0;0;0;8
5;7;0;0;0;0;31
5;8;0;1;0;1;55
5;9;0;1;0;0;37
5;10;0;1;0;0;27
5;11;0;1;0;0;26
5;12;0;1;0;0;30
5;13;0;1;0;0;25
5;14;0;1;0;0;23
5;15;0;1;0;0;26
5;16;0;1;0;0;32
5;17;0;1;0;0;33
5;18;0;1;0;1;42
5;19;0;0;0;0;24
5;20;0;0;0;0;19
5;21;0;0;0;0;10
5;22;0;0;0;0;12
5;23;0;0;0;0;6
6;0;1;0;0;0;4
6;1;1;0;0;0;6
6;2;1;0;0;0;3
6;3;1;0;0;0;1
6;4;1;0;0;0;1
6;5;1;0;0;0;3
6;6;1;0;0;0;5
6;7;1;0;0;0;11
6;8;1;1;0;0;15
6;9;1;1;0;0;17
6;10;1;1;0;0;25
6;11;1;1;0;0;27
6;12;1;1;0;0;26
6;13;1;1;0;0;19
6;14;1;1;0;0;19
6;15;1;1;0;0;14
6;16;1;1;0;0;21
6;17;1;1;0;0;27
6;18;1;1;0;0;24
6;19;1;0;0;0;18
6;20;1;0;0;0;18
6;21;1;0;0;0;19
6;22;1;0;0;0;6
6;23;1;0;0;0;4
7;0;1;0;0;0;9
7;1;1;0;0;0;4
7;2;1;0;0;0;4
7;3;1;0;0;0;3
7;4;1;0;0;0;1
7;5;1;0;0;0;1
7;6;1;0;0;0;3
7;7;1;0;0;0;7
7;8;1;1;0;0;6
7;9;1;1;0;0;5
7;10;1;1;0;0;11
7;11;1;1;0;0;10
7;12;1;1;0;0;13
7;13;1;1;0;0;13
7;14;1;1;0;0;10
7;15;1;1;0;0;8
7;16;1;1;0;0;11
7;17;1;1;0;0;21
7;18;1;1;0;0;17
7;19;1;0;0;0;19
7;20;1;0;0;0;17
7;21;1;0;0;0;9
7;22;1;0;0;0;5
7;23;1;0;0;0;6
1;0;0;0;0;0;9
1;1;0;0;0;0;5
1;2;0;0;0;0;0
1;3;0;0;0;0;1
1;4;0;0;0;0;4
1;5;0;0;0;0;8
1;6;0;0;0;0;8
1;7;0;0;0;0;30
1;8;0;1;0;1;56
1;9;0;1;0;0;29
1;10;0;1;0;0;30
1;11;0;1;0;0;23
1;12;0;1;0;0;27
1;13;0;1;0;0;35
1;14;0;1;0;0;28
1;15;0;1;0;0;21
1;16;0;1;0;0;26
1;17;0;1;0;0;42
1;18;0;1;0;1;39
1;19;0;0;0;0;16
1;20;0;0;0;0;15
1;21;0;0;0;0;9
1;22;0;0;0;0;4
1;23;0;0;0;0;6
2;0;0;0;0;0;3
2;1;0;0;0;0;0
2;2;0;0;0;0;4
2;3;0;0;0;0;5
2;4;0;0;0;0;5
2;5;0;0;0;0;6
2;6;0;0;0;0;7
2;7;0;0;0;0;38
2;8;0;1;0;1;185
2;9;0;1;0;0;40
2;10;0;1;0;0;28
2;11;0;1;0;0;23
2;12;0;1;0;0;21
2;13;0;1;0;0;23
2;14;0;1;0;0;19
2;15;0;1;0;0;24
2;16;0;1;0;0;32
2;17;0;1;0;0;34
2;18;0;1;0;1;35
2;19;0;0;0;0;22
2;20;0;0;0;0;23
2;21;0;0;0;0;15
2;22;0;0;0;0;6
2;23;0;0;0;0;6
3;0;0;0;0;0;2
3;1;0;0;0;0;3
3;2;0;0;0;0;5
3;3;0;0;0;0;5
3;4;0;0;0;0;5
3;5;0;0;0;0;4
3;6;0;0;0;0;13
3;7;0;0;0;0;38
3;8;0;1;0;1;50
3;9;0;1;0;0;27
3;10;0;1;0;0;30
3;11;0;1;0;0;29
3;12;0;1;0;0;27
3;13;0;1;0;0;29
3;14;0;1;0;0;26
3;15;0;1;0;0;27
3;16;0;1;0;0;19
3;17;0;1;0;0;28
3;18;0;1;0;1;47
3;19;0;0;0;0;23
3;20;0;0;0;0;18
3;21;0;0;0;0;8
3;22;0;0;0;0;8
3;23;0;0;0;0;5
